Year,Team,TS%,eFG%,FT/FGA,ORtg
1997,Portland Trail Blazers*,0.544,0.471,0.268,107.9
1997,New York Knicks*,0.546,0.463,0.279,104.4
1997,Cleveland Cavaliers,0.531,0.482,0.281,104.6
1997,Charlotte Hornets*,0.562,0.496,0.204,110.9
1997,Washington Bullets*,0.54,0.491,0.226,106.6
1997,Indiana Pacers,0.537,0.48,0.258,105.8
1997,Phoenix Suns*,0.552,0.507,0.215,109.3
1997,Orlando Magic*,0.524,0.495,0.211,105.6
1997,Minnesota Timberwolves*,0.533,0.486,0.252,105.5
1997,Milwaukee Bucks,0.541,0.501,0.253,106.2
1997,Los Angeles Clippers*,0.524,0.499,0.269,105.1
1997,Toronto Raptors,0.521,0.504,0.258,104.6
1997,Sacramento Kings,0.526,0.495,0.264,105.0
1997,New Jersey Nets,0.499,0.503,0.244,104.7
1997,Golden State Warriors,0.543,0.518,0.234,107.2
1997,Denver Nuggets,0.53,0.501,0.206,104.5
1997,Philadelphia 76ers,0.518,0.51,0.222,104.6
1997,Dallas Mavericks,0.509,0.5,0.229,101.1
1997,Boston Celtics,0.52,0.539,0.243,103.9
1997,San Antonio Spurs,0.512,0.514,0.236,103.3
1997,Vancouver Grizzlies,0.507,0.51,0.224,100.3
1998,Los Angeles Lakers*,0.559,0.467,0.245,111.9
1998,Seattle SuperSonics*,0.558,0.478,0.223,111.6
1998,Chicago Bulls*,0.516,0.457,0.22,107.7
1998,Utah Jazz*,0.569,0.471,0.271,112.7
1998,Indiana Pacers*,0.55,0.453,0.236,108.4
1998,Phoenix Suns*,0.54,0.471,0.227,107.4
1998,Miami Heat*,0.538,0.452,0.257,107.6
1998,San Antonio Spurs*,0.531,0.437,0.218,103.8
1998,Atlanta Hawks*,0.533,0.468,0.194,108.2
1998,Cleveland Cavaliers*,0.529,0.46,0.264,102.1
1998,New York Knicks*,0.521,0.455,0.282,103.0
1998,Charlotte Hornets*,0.542,0.493,0.224,107.5
1998,Detroit Pistons,0.523,0.474,0.243,105.3
1998,New Jersey Nets*,0.513,0.499,0.258,108.3
1998,Portland Trail Blazers*,0.524,0.46,0.249,104.0
1998,Washington Wizards,0.513,0.481,0.248,105.2
1998,Minnesota Timberwolves*,0.529,0.48,0.24,107.8
1998,Houston Rockets*,0.544,0.499,0.208,107.7
1998,Orlando Magic,0.499,0.478,0.202,102.6
1998,Milwaukee Bucks,0.527,0.485,0.282,103.5
1998,Philadelphia 76ers,0.514,0.481,0.256,102.8
1998,Boston Celtics,0.504,0.504,0.343,102.5
1998,Sacramento Kings,0.502,0.482,0.23,100.8
1998,Dallas Mavericks,0.498,0.488,0.195,100.5
1998,Los Angeles Clippers,0.518,0.498,0.243,103.3
1998,Vancouver Grizzlies,0.527,0.507,0.24,104.1
1998,Toronto Raptors,0.504,0.508,0.235,101.2
1998,Golden State Warriors,0.468,0.469,0.247,95.8
1998,Denver Nuggets,0.496,0.506,0.285,99.0
1999,San Antonio Spurs*,0.523,0.423,0.198,104.0
1999,Utah Jazz*,0.545,0.441,0.242,105.8
1999,Portland Trail Blazers*,0.521,0.445,0.233,104.8
1999,Miami Heat*,0.54,0.439,0.226,104.7
1999,Indiana Pacers*,0.537,0.46,0.236,108.7
1999,Detroit Pistons*,0.528,0.468,0.259,104.2
1999,Atlanta Hawks*,0.492,0.437,0.202,100.5
1999,Los Angeles Lakers*,0.538,0.468,0.267,107.6
1999,Orlando Magic*,0.498,0.473,0.181,100.3
1999,Houston Rockets*,0.545,0.461,0.188,105.4
1999,Phoenix Suns*,0.526,0.485,0.216,105.8
1999,Philadelphia 76ers*,0.494,0.454,0.249,99.9
1999,Milwaukee Bucks*,0.53,0.463,0.275,104.9
1999,New York Knicks*,0.509,0.434,0.258,98.6
1999,Minnesota Timberwolves*,0.481,0.467,0.276,101.9
1999,Charlotte Hornets,0.537,0.461,0.24,102.3
1999,Sacramento Kings*,0.514,0.471,0.176,102.7
1999,Seattle SuperSonics,0.519,0.489,0.213,105.0
1999,Toronto Raptors,0.504,0.473,0.258,102.0
1999,Boston Celtics,0.501,0.465,0.287,100.4
1999,Cleveland Cavaliers,0.52,0.468,0.267,99.6
1999,Washington Wizards,0.507,0.474,0.273,101.2
1999,Dallas Mavericks,0.502,0.476,0.212,102.3
1999,Golden State Warriors,0.471,0.445,0.29,98.4
1999,New Jersey Nets,0.485,0.481,0.238,99.5
1999,Denver Nuggets,0.511,0.499,0.248,103.1
1999,Vancouver Grizzlies,0.498,0.492,0.261,98.4
1999,Los Angeles Clippers,0.497,0.503,0.279,100.0
1999,Chicago Bulls,0.47,0.483,0.241,92.4
2000,Los Angeles Lakers*,0.525,0.443,0.222,107.3
2000,Portland Trail Blazers*,0.546,0.461,0.217,107.9
2000,San Antonio Spurs*,0.535,0.451,0.188,105.0
2000,Phoenix Suns*,0.532,0.454,0.245,104.6
2000,Utah Jazz*,0.54,0.477,0.256,107.3
2000,Indiana Pacers*,0.552,0.469,0.197,108.5
2000,Miami Heat*,0.533,0.453,0.229,104.5
2000,Sacramento Kings*,0.526,0.479,0.198,105.0
2000,Charlotte Hornets*,0.53,0.478,0.198,104.3
2000,Minnesota Timberwolves*,0.525,0.474,0.25,106.1
2000,New York Knicks*,0.527,0.455,0.251,102.5
2000,Detroit Pistons*,0.548,0.499,0.249,107.3
2000,Philadelphia 76ers*,0.501,0.466,0.229,101.5
2000,Seattle SuperSonics*,0.52,0.483,0.193,105.6
2000,Orlando Magic,0.516,0.476,0.226,102.4
2000,Milwaukee Bucks*,0.539,0.496,0.254,108.2
2000,Toronto Raptors*,0.511,0.48,0.247,104.7
2000,Dallas Mavericks,0.532,0.488,0.21,106.6
2000,Boston Celtics,0.52,0.498,0.306,104.8
2000,Houston Rockets,0.536,0.481,0.201,104.8
2000,New Jersey Nets,0.517,0.491,0.223,105.1
2000,Denver Nuggets,0.517,0.479,0.235,103.5
2000,Washington Wizards,0.521,0.489,0.273,103.5
2000,Cleveland Cavaliers,0.516,0.474,0.275,100.4
2000,Atlanta Hawks,0.503,0.481,0.196,102.0
2000,Vancouver Grizzlies,0.524,0.502,0.231,102.3
2000,Golden State Warriors,0.484,0.499,0.259,99.8
2000,Chicago Bulls,0.49,0.484,0.24,94.2
2000,Los Angeles Clippers,0.499,0.507,0.22,97.8
2001,San Antonio Spurs*,0.541,0.444,0.182,106.6
2001,Sacramento Kings*,0.529,0.46,0.181,105.6
2001,Utah Jazz*,0.546,0.473,0.301,107.6
2001,Philadelphia 76ers*,0.518,0.46,0.186,103.6
2001,Portland Trail Blazers*,0.539,0.47,0.223,106.5
2001,Dallas Mavericks*,0.544,0.467,0.244,107.1
2001,Milwaukee Bucks*,0.542,0.473,0.253,108.8
2001,Los Angeles Lakers*,0.535,0.468,0.234,108.4
2001,New York Knicks*,0.523,0.453,0.24,101.2
2001,Miami Heat*,0.515,0.46,0.214,101.1
2001,Toronto Raptors*,0.51,0.476,0.212,105.9
2001,Houston Rockets,0.538,0.475,0.206,106.7
2001,Charlotte Hornets*,0.506,0.456,0.222,101.8
2001,Phoenix Suns*,0.506,0.46,0.252,100.3
2001,Minnesota Timberwolves*,0.523,0.478,0.238,105.2
2001,Orlando Magic*,0.513,0.464,0.29,103.2
2001,Seattle SuperSonics,0.53,0.488,0.199,105.6
2001,Indiana Pacers*,0.519,0.452,0.235,102.0
2001,Detroit Pistons,0.498,0.466,0.233,100.0
2001,Boston Celtics,0.521,0.493,0.256,101.4
2001,Denver Nuggets,0.511,0.476,0.223,103.7
2001,Los Angeles Clippers,0.514,0.466,0.217,101.3
2001,Cleveland Cavaliers,0.509,0.477,0.248,100.3
2001,New Jersey Nets,0.504,0.488,0.258,100.0
2001,Atlanta Hawks,0.5,0.472,0.249,98.7
2001,Vancouver Grizzlies,0.51,0.491,0.194,99.6
2001,Washington Wizards,0.514,0.503,0.236,100.6
2001,Golden State Warriors,0.47,0.504,0.227,97.8
2001,Chicago Bulls,0.495,0.499,0.254,97.2
2002,Sacramento Kings*,0.539,0.467,0.185,109.0
2002,Los Angeles Lakers*,0.534,0.453,0.233,109.4
2002,San Antonio Spurs*,0.539,0.453,0.189,106.5
2002,New Jersey Nets*,0.515,0.459,0.213,104.0
2002,Dallas Mavericks*,0.553,0.485,0.239,112.2
2002,Minnesota Timberwolves*,0.532,0.482,0.218,109.0
2002,Portland Trail Blazers*,0.528,0.489,0.202,107.4
2002,Seattle SuperSonics*,0.54,0.485,0.206,108.9
2002,Boston Celtics*,0.52,0.464,0.245,103.4
2002,Detroit Pistons*,0.54,0.474,0.206,104.8
2002,Philadelphia 76ers*,0.507,0.46,0.208,102.1
2002,Orlando Magic*,0.533,0.486,0.215,107.0
2002,Utah Jazz*,0.529,0.484,0.286,105.6
2002,Charlotte Hornets*,0.513,0.465,0.226,104.3
2002,Indiana Pacers*,0.527,0.469,0.227,104.1
2002,Milwaukee Bucks,0.544,0.477,0.217,106.9
2002,Los Angeles Clippers,0.519,0.477,0.194,105.5
2002,Toronto Raptors*,0.501,0.471,0.237,102.6
2002,Phoenix Suns,0.51,0.476,0.227,103.3
2002,Washington Wizards,0.508,0.484,0.214,104.8
2002,Miami Heat,0.501,0.455,0.249,98.5
2002,Cleveland Cavaliers,0.524,0.493,0.226,104.6
2002,New York Knicks,0.514,0.479,0.236,101.5
2002,Atlanta Hawks,0.517,0.495,0.218,101.8
2002,Houston Rockets,0.507,0.491,0.178,103.1
2002,Golden State Warriors,0.499,0.488,0.232,102.8
2002,Denver Nuggets,0.495,0.492,0.245,101.4
2002,Memphis Grizzlies,0.501,0.486,0.197,98.2
2002,Chicago Bulls,0.499,0.497,0.239,98.2
2003,Dallas Mavericks*,0.543,0.473,0.221,110.7
2003,Sacramento Kings*,0.535,0.446,0.204,105.9
2003,San Antonio Spurs*,0.541,0.453,0.199,105.6
2003,New Jersey Nets*,0.518,0.46,0.225,103.8
2003,Detroit Pistons*,0.523,0.461,0.225,104.1
2003,Indiana Pacers*,0.522,0.458,0.228,104.6
2003,Portland Trail Blazers*,0.531,0.483,0.194,105.5
2003,Utah Jazz*,0.537,0.468,0.256,105.5
2003,Los Angeles Lakers*,0.528,0.477,0.241,107.2
2003,Philadelphia 76ers*,0.52,0.488,0.243,105.0
2003,Minnesota Timberwolves*,0.528,0.472,0.203,106.1
2003,New Orleans Hornets*,0.511,0.464,0.226,103.9
2003,Houston Rockets,0.522,0.462,0.209,104.3
2003,Phoenix Suns*,0.514,0.47,0.222,103.7
2003,Orlando Magic*,0.526,0.486,0.25,105.2
2003,Milwaukee Bucks*,0.543,0.494,0.237,108.8
2003,Seattle SuperSonics,0.512,0.484,0.21,103.7
2003,Boston Celtics*,0.514,0.471,0.242,101.2
2003,Washington Wizards,0.513,0.477,0.212,103.0
2003,Golden State Warriors,0.526,0.482,0.22,108.3
2003,New York Knicks,0.528,0.485,0.261,104.7
2003,Memphis Grizzlies,0.526,0.491,0.197,103.9
2003,Atlanta Hawks,0.527,0.469,0.221,102.3
2003,Los Angeles Clippers,0.516,0.481,0.222,102.3
2003,Chicago Bulls,0.512,0.47,0.263,100.2
2003,Miami Heat,0.483,0.47,0.257,96.7
2003,Toronto Raptors,0.497,0.489,0.226,100.5
2003,Denver Nuggets,0.469,0.477,0.29,92.2
2003,Cleveland Cavaliers,0.491,0.484,0.252,96.5
2004,San Antonio Spurs*,0.511,0.433,0.215,102.2
2004,Detroit Pistons*,0.511,0.441,0.202,102.0
2004,Indiana Pacers*,0.52,0.459,0.218,103.8
2004,Minnesota Timberwolves*,0.528,0.444,0.215,105.9
2004,Sacramento Kings*,0.554,0.483,0.193,110.3
2004,Dallas Mavericks*,0.536,0.498,0.214,112.1
2004,Los Angeles Lakers*,0.522,0.471,0.222,105.5
2004,New Jersey Nets*,0.515,0.46,0.221,100.8
2004,Memphis Grizzlies*,0.522,0.465,0.251,104.8
2004,Houston Rockets*,0.528,0.447,0.233,100.9
2004,Denver Nuggets*,0.517,0.481,0.221,103.9
2004,Milwaukee Bucks*,0.528,0.485,0.213,106.5
2004,Miami Heat*,0.51,0.463,0.26,102.2
2004,New Orleans Hornets*,0.505,0.476,0.218,102.3
2004,Seattle SuperSonics,0.54,0.487,0.237,107.3
2004,Golden State Warriors,0.517,0.476,0.211,103.0
2004,Portland Trail Blazers,0.515,0.482,0.186,103.7
2004,Utah Jazz,0.509,0.468,0.319,101.9
2004,Boston Celtics*,0.532,0.479,0.24,102.1
2004,New York Knicks*,0.518,0.461,0.259,101.7
2004,Philadelphia 76ers,0.505,0.467,0.231,99.1
2004,Cleveland Cavaliers,0.498,0.469,0.221,101.4
2004,Toronto Raptors,0.495,0.449,0.241,97.0
2004,Phoenix Suns,0.515,0.482,0.24,101.4
2004,Los Angeles Clippers,0.512,0.494,0.231,103.5
2004,Atlanta Hawks,0.514,0.476,0.234,101.0
2004,Washington Wizards,0.5,0.486,0.214,98.8
2004,Chicago Bulls,0.486,0.469,0.253,96.6
2004,Orlando Magic,0.504,0.502,0.214,102.7
2005,San Antonio Spurs*,.534,.452,.236,107.5
2005,Phoenix Suns*,.571,.478,.176,114.5
2005,Miami Heat*,.559,.460,.242,110.2
2005,Dallas Mavericks*,.545,.472,.239,110.3
2005,Houston Rockets*,.534,.459,.245,106.2
2005,Detroit Pistons*,.519,.461,.207,105.6
2005,Seattle SuperSonics*,.546,.496,.249,112.2
2005,Memphis Grizzlies*,.535,.466,.270,105.5
2005,Sacramento Kings*,.541,.493,.214,110.5
2005,Denver Nuggets*,.535,.482,.247,106.0
2005,Minnesota Timberwolves,.534,.472,.208,108.2
2005,Chicago Bulls*,.517,.454,.262,101.4
2005,Boston Celtics*,.551,.481,.274,107.5
2005,Cleveland Cavaliers,.518,.485,.248,106.6
2005,Indiana Pacers*,.534,.472,.261,105.5
2005,Team,TS%,eFG%,FT/FGA,ORtg
2005,Washington Wizards*,.523,.498,.230,107.2
2005,Philadelphia 76ers*,.528,.485,.267,103.5
2005,Los Angeles Clippers,.533,.480,.235,105.5
2005,New Jersey Nets*,.512,.479,.278,101.4
2005,Toronto Raptors,.539,.499,.240,106.9
2005,Golden State Warriors,.512,.491,.227,104.7
2005,Orlando Magic,.529,.484,.255,104.9
2005,New York Knicks,.531,.501,.265,106.2
2005,Milwaukee Bucks,.527,.499,.233,106.6
2005,Los Angeles Lakers,.535,.493,.218,108.1
2005,Portland Trail Blazers,.524,.479,.204,103.2
2005,Utah Jazz,.522,.499,.340,104.7
2005,Charlotte Bobcats,.497,.497,.269,101.1
2005,New Orleans Hornets,.493,.491,.261,99.7
2005,Atlanta Hawks,.504,.513,.289,100.6
2006,San Antonio Spurs*,.546,.457,.220,107.3
2006,Detroit Pistons*,.535,.477,.191,110.8
2006,Dallas Mavericks*,.550,.475,.257,111.8
2006,Phoenix Suns*,.568,.490,.200,111.5
2006,Memphis Grizzlies*,.537,.469,.237,105.9
2006,Miami Heat*,.556,.477,.251,108.7
2006,Los Angeles Lakers*,.539,.486,.242,108.4
2006,Cleveland Cavaliers*,.538,.490,.226,107.8
2006,Indiana Pacers*,.533,.464,.232,104.5
2006,Washington Wizards*,.538,.504,.256,109.3
2006,Sacramento Kings*,.544,.488,.210,106.7
2006,Los Angeles Clippers*,.540,.471,.240,105.3
2006,New Jersey Nets*,.528,.476,.266,103.9
2006,Chicago Bulls*,.527,.464,.295,104.0
2006,Denver Nuggets*,.535,.493,.227,105.5
2006,Team,TS%,eFG%,FT/FGA,ORtg
2006,Milwaukee Bucks*,.535,.504,.262,106.3
2006,Orlando Magic,.543,.490,.264,106.3
2006,Golden State Warriors,.521,.492,.243,104.8
2006,Houston Rockets,.519,.472,.247,101.6
2006,Boston Celtics,.551,.490,.282,105.2
2006,Minnesota Timberwolves,.524,.475,.236,102.4
2006,Philadelphia 76ers,.538,.500,.240,106.0
2006,Utah Jazz,.519,.490,.303,104.1
2006,New Orleans/Oklahoma City Hornets,.515,.502,.243,103.7
2006,Toronto Raptors,.548,.530,.263,109.5
2006,Seattle SuperSonics,.551,.527,.260,111.1
2006,Charlotte Bobcats,.509,.514,.263,102.5
2006,Atlanta Hawks,.534,.513,.275,106.4
2006,New York Knicks,.534,.511,.294,104.0
2006,Portland Trail Blazers,.511,.507,.231,101.1
2007,San Antonio Spurs*,.561,.471,.201,109.2
2007,Dallas Mavericks*,.559,.477,.265,111.3
2007,Phoenix Suns*,.590,.492,.206,113.9
2007,Chicago Bulls*,.534,.473,.252,104.9
2007,Houston Rockets*,.540,.466,.230,106.0
2007,Detroit Pistons*,.535,.477,.234,108.9
2007,Cleveland Cavaliers*,.522,.480,.243,105.5
2007,Utah Jazz*,.551,.496,.314,110.1
2007,Denver Nuggets*,.548,.499,.203,107.6
2007,Toronto Raptors*,.550,.503,.219,107.0
2007,Orlando Magic*,.544,.480,.286,104.9
2007,Los Angeles Lakers*,.554,.500,.262,108.6
2007,Golden State Warriors*,.548,.506,.264,107.0
2007,Washington Wizards*,.542,.517,.249,110.1
2007,Los Angeles Clippers,.537,.488,.249,105.1
2007,Team,TS%,eFG%,FT/FGA,ORtg
2007,New Jersey Nets*,.546,.490,.266,105.7
2007,Miami Heat*,.541,.485,.232,104.3
2007,New Orleans/Oklahoma City Hornets,.520,.499,.212,104.8
2007,Sacramento Kings,.545,.513,.240,106.2
2007,Indiana Pacers,.523,.491,.271,102.9
2007,Seattle SuperSonics,.544,.515,.243,107.2
2007,New York Knicks,.539,.504,.246,105.7
2007,Philadelphia 76ers,.530,.501,.221,103.6
2007,Boston Celtics,.530,.502,.280,103.2
2007,Minnesota Timberwolves,.537,.498,.226,103.9
2007,Charlotte Bobcats,.524,.500,.279,103.6
2007,Milwaukee Bucks,.541,.522,.234,107.0
2007,Portland Trail Blazers,.530,.508,.267,105.1
2007,Atlanta Hawks,.523,.503,.268,103.0
2007,Memphis Grizzlies,.555,.529,.237,106.9
2008,Boston Celtics*,.569,.457,.253,110.2
2008,Detroit Pistons*,.539,.470,.244,111.4
2008,Los Angeles Lakers*,.570,.485,.214,113.0
2008,Utah Jazz*,.573,.501,.294,113.8
2008,Orlando Magic*,.575,.484,.217,111.3
2008,New Orleans Hornets*,.548,.501,.184,111.5
2008,San Antonio Spurs*,.543,.477,.201,107.2
2008,Houston Rockets*,.528,.465,.214,106.8
2008,Phoenix Suns*,.590,.488,.191,113.3
2008,Dallas Mavericks*,.554,.474,.252,111.1
2008,Denver Nuggets*,.557,.499,.203,110.0
2008,Toronto Raptors*,.551,.505,.205,110.2
2008,Golden State Warriors,.548,.509,.258,111.8
2008,Philadelphia 76ers*,.522,.504,.205,106.4
2008,Washington Wizards*,.535,.513,.217,109.2
2008,Team,TS%,eFG%,FT/FGA,ORtg
2008,Cleveland Cavaliers*,.520,.494,.240,106.0
2008,Portland Trail Blazers,.532,.491,.212,107.3
2008,Indiana Pacers,.540,.498,.271,106.0
2008,Atlanta Hawks*,.535,.501,.217,106.9
2008,Sacramento Kings,.556,.510,.256,107.5
2008,Chicago Bulls,.515,.496,.258,103.9
2008,Charlotte Bobcats,.532,.505,.235,104.6
2008,New Jersey Nets,.528,.497,.271,104.0
2008,Memphis Grizzlies,.539,.521,.196,105.0
2008,New York Knicks,.518,.518,.229,104.7
2008,Minnesota Timberwolves,.518,.513,.269,103.8
2008,Milwaukee Bucks,.522,.524,.250,105.3
2008,Los Angeles Clippers,.519,.503,.236,101.2
2008,Seattle SuperSonics,.509,.503,.215,100.5
2008,Miami Heat,.522,.510,.245,100.5
2009,Cleveland Cavaliers*,.560,.468,.226,112.4
2009,Boston Celtics*,.571,.470,.253,110.5
2009,Los Angeles Lakers*,.555,.490,.213,112.8
2009,Orlando Magic*,.559,.465,.209,109.2
2009,Portland Trail Blazers*,.553,.499,.227,113.9
2009,Houston Rockets*,.548,.479,.192,108.4
2009,San Antonio Spurs*,.548,.487,.191,108.5
2009,Denver Nuggets*,.563,.485,.259,110.4
2009,Utah Jazz*,.554,.505,.262,110.1
2009,Dallas Mavericks*,.550,.493,.225,110.5
2009,Phoenix Suns,.584,.511,.233,113.6
2009,Atlanta Hawks*,.546,.494,.210,109.3
2009,New Orleans Hornets*,.548,.496,.230,108.7
2009,Miami Heat*,.540,.501,.251,107.8
2009,Philadelphia 76ers*,.532,.507,.216,107.9
2009,Team,TS%,eFG%,FT/FGA,ORtg
2009,Chicago Bulls*,.541,.493,.238,108.4
2009,Detroit Pistons*,.524,.485,.248,107.4
2009,Indiana Pacers,.545,.499,.271,108.1
2009,Milwaukee Bucks,.531,.503,.315,106.7
2009,Charlotte Bobcats,.536,.498,.229,104.7
2009,New York Knicks,.544,.520,.215,108.1
2009,New Jersey Nets,.543,.509,.272,108.3
2009,Toronto Raptors,.542,.511,.202,107.0
2009,Golden State Warriors,.549,.508,.251,109.5
2009,Minnesota Timberwolves,.526,.515,.254,106.1
2009,Memphis Grizzlies,.533,.515,.247,103.5
2009,Oklahoma City Thunder,.521,.514,.216,102.9
2009,Washington Wizards,.524,.533,.227,105.4
2009,Sacramento Kings,.542,.526,.269,105.5
2009,Los Angeles Clippers,.520,.512,.227,102.3
2010,Orlando Magic*,.573,.477,.205,111.4
2010,Cleveland Cavaliers*,.570,.482,.218,111.2
2010,Utah Jazz*,.565,.492,.269,110.7
2010,San Antonio Spurs*,.552,.483,.214,110.0
2010,Atlanta Hawks*,.545,.496,.208,111.9
2010,Phoenix Suns*,.585,.491,.224,115.3
2010,Los Angeles Lakers*,.538,.484,.195,108.8
2010,Denver Nuggets*,.561,.495,.251,111.8
2010,Boston Celtics*,.564,.487,.251,107.7
2010,Portland Trail Blazers*,.547,.502,.219,110.8
2010,Oklahoma City Thunder*,.547,.483,.229,108.3
2010,Dallas Mavericks*,.552,.495,.206,109.2
2010,Miami Heat*,.537,.480,.246,106.6
2010,Milwaukee Bucks*,.518,.486,.266,104.9
2010,Charlotte Bobcats*,.538,.491,.194,104.4
2010,Team,TS%,eFG%,FT/FGA,ORtg
2010,Houston Rockets,.537,.511,.215,107.6
2010,Memphis Grizzlies,.536,.520,.205,108.3
2010,Chicago Bulls*,.520,.484,.212,103.5
2010,Toronto Raptors,.564,.513,.247,111.3
2010,New Orleans Hornets,.543,.523,.205,107.4
2010,Indiana Pacers,.536,.490,.258,103.7
2010,Golden State Warriors,.557,.525,.260,108.1
2010,New York Knicks,.547,.526,.207,107.6
2010,Philadelphia 76ers,.534,.518,.231,106.1
2010,Sacramento Kings,.528,.505,.244,105.3
2010,Washington Wizards,.524,.502,.239,104.2
2010,Detroit Pistons,.515,.526,.264,105.6
2010,Los Angeles Clippers,.529,.509,.214,103.3
2010,Minnesota Timberwolves,.518,.525,.220,101.7
2010,New Jersey Nets,.509,.517,.229,100.6
2011,Miami Heat*,.573,.475,.223,111.7
2011,Chicago Bulls*,.541,.463,.222,108.3
2011,Los Angeles Lakers*,.545,.477,.181,111.0
2011,San Antonio Spurs*,.567,.491,.190,111.8
2011,Boston Celtics*,.561,.469,.235,106.2
2011,Orlando Magic*,.554,.475,.219,107.9
2011,Denver Nuggets*,.574,.500,.224,112.3
2011,Dallas Mavericks*,.565,.488,.206,109.7
2011,Oklahoma City Thunder*,.561,.493,.228,111.2
2011,Memphis Grizzlies*,.534,.502,.228,107.6
2011,Houston Rockets,.550,.500,.219,111.3
2011,Portland Trail Blazers*,.533,.510,.231,108.8
2011,Philadelphia 76ers*,.535,.487,.231,106.6
2011,New Orleans Hornets*,.537,.501,.220,106.2
2011,New York Knicks*,.561,.511,.240,110.9
2011,Team,TS%,eFG%,FT/FGA,ORtg
2011,Milwaukee Bucks,.511,.481,.236,101.6
2011,Phoenix Suns,.559,.513,.211,109.5
2011,Atlanta Hawks*,.542,.495,.211,106.1
2011,Indiana Pacers*,.533,.487,.237,104.8
2011,Utah Jazz,.544,.505,.275,108.1
2011,Golden State Warriors,.544,.509,.259,108.2
2011,Los Angeles Clippers,.535,.499,.250,105.3
2011,Detroit Pistons,.533,.526,.235,107.7
2011,Charlotte Bobcats,.528,.500,.229,103.4
2011,Sacramento Kings,.519,.513,.233,103.5
2011,New Jersey Nets,.517,.503,.241,103.1
2011,Toronto Raptors,.533,.522,.251,106.1
2011,Minnesota Timberwolves,.526,.514,.251,104.2
2011,Washington Wizards,.513,.512,.249,102.4
2011,Cleveland Cavaliers,.518,.524,.211,102.2
2012,Chicago Bulls*,.523,.450,.175,107.4
2012,San Antonio Spurs*,.562,.489,.168,110.9
2012,Oklahoma City Thunder*,.567,.465,.207,109.8
