Year,Team,Pace,ORtg,DRtg,NRtg,TS%,eFG%,TOV%,ORB%,FT/FGA
1991,Los Angeles Lakers,94.1,112.1,105.0,7.1,0.551,0.474,12.8,33.0,0.176
1991,Phoenix Suns,101.0,112.6,106.1,6.5,0.558,0.474,13.1,33.0,0.227
1991,Boston Celtics,98.5,112.6,106.7,5.9,0.565,0.465,11.7,33.0,0.217
1991,San Antonio Spurs,98.6,107.8,103.3,4.5,0.544,0.463,13.2,33.3,0.228
1991,Detroit Pistons,91.9,108.2,104.6,3.6,0.523,0.464,12.8,34.7,0.248
1991,Utah Jazz,95.3,108.6,105.1,3.5,0.559,0.473,13.7,27.6,0.23
1991,Houston Rockets,98.5,107.4,103.9,3.5,0.53,0.469,14.7,34.4,0.22
1991,Milwaukee Bucks,96.1,109.7,107.2,2.5,0.55,0.5,16.4,31.8,0.259
1991,Golden State Warriors,103.6,111.9,110.3,1.6,0.559,0.497,15.2,31.0,0.289
1991,Seattle SuperSonics,96.2,109.7,108.5,1.2,0.542,0.503,16.0,36.3,0.277
1991,Atlanta Hawks,98.6,110.9,110.1,0.8,0.54,0.509,13.7,33.1,0.22
1991,New York Knicks,95.0,107.1,107.3,-0.2,0.544,0.489,13.4,31.1,0.205
1991,Philadelphia 76ers,95.7,107.9,108.1,-0.2,0.542,0.489,12.5,28.1,0.187
1991,Indiana Pacers,99.4,111.7,112.1,-0.4,0.566,0.503,13.1,30.6,0.254
1991,Cleveland Cavaliers,95.1,106.1,108.7,-2.6,0.534,0.497,13.3,29.7,0.206
1991,Los Angeles Clippers,99.9,103.0,106.5,-3.5,0.511,0.481,13.7,33.3,0.266
1991,Orlando Magic,99.5,105.9,109.9,-4.0,0.521,0.493,12.8,33.0,0.26
1991,Minnesota Timberwolves,92.3,106.7,110.9,-4.2,0.499,0.502,13.8,34.9,0.248
1991,New Jersey Nets,99.3,102.9,107.4,-4.5,0.5,0.478,14.9,35.7,0.267
1991,Dallas Mavericks,94.2,105.5,110.3,-4.8,0.528,0.495,12.6,28.3,0.245
1991,Washington Bullets,97.5,103.0,108.1,-5.1,0.509,0.478,13.1,32.2,0.242
1991,Charlotte Hornets,97.3,105.0,110.4,-5.4,0.526,0.504,15.0,29.0,0.272
1991,Miami Heat,99.3,102.0,108.1,-6.1,0.512,0.491,15.3,34.3,0.286
1991,Sacramento Kings,94.7,102.0,109.1,-7.1,0.512,0.481,14.3,28.8,0.306
1991,Denver Nuggets,113.7,105.2,114.7,-9.5,0.498,0.524,14.1,33.1,0.299
1992,Chicago Bulls,94.4,115.5,104.5,11.0,0.556,0.476,14.1,35.1,0.219
1992,Portland Trail Blazers,99.0,111.4,104.2,7.2,0.541,0.471,14.3,35.6,0.251
1992,Utah Jazz,95.5,112.2,105.6,6.6,0.557,0.475,13.0,32.7,0.214
1992,Phoenix Suns,99.4,112.1,106.2,5.9,0.556,0.471,13.0,31.7,0.223
1992,Cleveland Cavaliers,95.0,113.9,108.2,5.7,0.557,0.483,12.3,30.5,0.174
1992,New York Knicks,92.9,108.3,104.2,4.1,0.531,0.471,14.0,34.6,0.248
1992,Boston Celtics,95.8,110.8,107.0,3.8,0.544,0.469,11.9,31.9,0.22
1992,Golden State Warriors,103.4,113.6,109.9,3.7,0.568,0.499,14.9,31.8,0.256
1992,San Antonio Spurs,96.2,107.5,104.1,3.4,0.528,0.469,13.5,34.2,0.224
1992,Detroit Pistons,91.6,107.5,105.3,2.2,0.52,0.468,12.5,34.9,0.204
1992,Seattle SuperSonics,95.4,110.7,108.8,1.9,0.538,0.491,14.2,36.5,0.269
1992,Indiana Pacers,99.0,111.7,109.9,1.8,0.566,0.483,12.8,31.8,0.27
1992,Los Angeles Clippers,96.5,105.8,104.7,1.1,0.524,0.475,14.9,31.6,0.244
1992,Los Angeles Lakers,92.5,107.7,108.9,-1.2,0.516,0.493,13.8,32.7,0.187
1992,Philadelphia 76ers,93.7,108.3,109.7,-1.4,0.539,0.496,13.0,30.9,0.192
1992,Atlanta Hawks,97.8,107.3,108.9,-1.6,0.519,0.497,13.2,33.6,0.209
1992,New Jersey Nets,98.0,107.0,108.7,-1.7,0.51,0.488,14.1,39.1,0.247
1992,Houston Rockets,95.1,106.2,108.0,-1.8,0.537,0.477,12.5,30.9,0.209
1992,Milwaukee Bucks,95.5,108.8,110.6,-1.8,0.529,0.514,15.3,35.9,0.237
1992,Charlotte Hornets,101.7,107.1,110.9,-3.8,0.527,0.51,14.1,31.1,0.222
1992,Miami Heat,97.7,106.7,110.9,-4.2,0.532,0.508,13.9,33.0,0.235
1992,Washington Bullets,97.7,103.9,108.4,-4.5,0.514,0.493,14.0,28.9,0.235
1992,Sacramento Kings,99.6,103.9,109.9,-6.0,0.525,0.493,13.9,28.5,0.233
1992,Orlando Magic,98.0,103.5,110.5,-7.0,0.514,0.502,13.5,32.4,0.26
1992,Minnesota Timberwolves,95.1,105.0,112.4,-7.4,0.505,0.497,13.0,31.5,0.244
1992,Denver Nuggets,98.6,100.7,108.6,-7.9,0.493,0.494,14.7,34.8,0.279
1992,Dallas Mavericks,94.4,103.0,111.1,-8.1,0.501,0.483,11.5,31.2,0.259
1993,Seattle SuperSonics,96.0,112.3,104.9,7.4,0.546,0.489,16.4,35.5,0.26
1993,Chicago Bulls,92.5,112.9,106.1,6.8,0.535,0.493,15.4,36.3,0.239
1993,Cleveland Cavaliers,94.8,112.7,106.0,6.7,0.565,0.482,13.1,28.1,0.185
1993,Phoenix Suns,99.8,113.3,106.7,6.6,0.566,0.496,13.9,33.0,0.206
1993,New York Knicks,94.5,106.1,99.7,6.4,0.526,0.444,14.9,33.1,0.294
1993,Houston Rockets,94.4,109.6,105.2,4.4,0.557,0.474,13.4,30.0,0.201
1993,Portland Trail Blazers,99.1,108.3,105.2,3.1,0.526,0.488,14.8,32.7,0.237
1993,San Antonio Spurs,95.4,109.6,106.8,2.8,0.555,0.477,12.3,27.8,0.221
1993,Utah Jazz,96.5,109.6,107.4,2.2,0.55,0.487,13.9,31.0,0.25
1993,Indiana Pacers,96.0,111.9,110.1,1.8,0.547,0.485,12.7,34.2,0.281
1993,Orlando Magic,96.3,108.5,107.1,1.4,0.554,0.473,11.9,31.4,0.232
1993,New Jersey Nets,96.0,106.5,105.2,1.3,0.522,0.48,14.1,35.5,0.24
1993,Boston Celtics,94.9,108.7,107.8,0.9,0.536,0.479,12.9,31.2,0.251
1993,Los Angeles Clippers,99.1,107.4,107.1,0.3,0.53,0.489,15.1,32.7,0.263
1993,Charlotte Hornets,100.2,109.5,109.7,-0.2,0.547,0.487,12.6,31.3,0.201
1993,Atlanta Hawks,97.6,109.3,110.2,-0.9,0.534,0.516,14.6,34.8,0.224
1993,Golden State Warriors,99.5,109.2,110.2,-1.0,0.543,0.501,14.0,34.2,0.261
1993,Miami Heat,94.6,107.7,108.9,-1.2,0.535,0.495,14.2,31.9,0.274
1993,Los Angeles Lakers,96.2,107.6,108.9,-1.3,0.534,0.5,14.3,31.4,0.215
1993,Detroit Pistons,93.2,107.4,108.9,-1.5,0.511,0.5,13.5,34.6,0.212
1993,Denver Nuggets,99.8,104.6,106.3,-1.7,0.518,0.476,13.9,33.6,0.263
1993,Sacramento Kings,100.8,106.5,109.6,-3.1,0.53,0.502,15.1,30.7,0.292
1993,Milwaukee Bucks,96.1,106.2,110.1,-3.9,0.535,0.502,15.7,30.5,0.266
1993,Philadelphia 76ers,98.5,104.6,110.4,-5.8,0.53,0.504,13.3,28.1,0.188
1993,Washington Bullets,97.7,103.6,110.8,-7.2,0.523,0.51,13.6,28.8,0.219
1993,Minnesota Timberwolves,93.8,103.6,111.8,-8.2,0.535,0.503,13.5,28.7,0.269
1993,Dallas Mavericks,99.5,99.5,114.7,-15.2,0.495,0.519,13.5,31.1,0.347
1994,Seattle SuperSonics,95.1,111.1,101.5,9.6,0.547,0.479,18.2,34.4,0.272
1994,New York Knicks,92.8,105.7,98.2,7.5,0.527,0.451,16.0,34.4,0.261
1994,San Antonio Spurs,90.1,110.4,104.6,5.8,0.537,0.467,11.7,35.6,0.196
1994,Atlanta Hawks,94.2,107.2,101.7,5.5,0.523,0.475,16.0,34.6,0.185
1994,Phoenix Suns,96.7,111.7,106.8,4.9,0.548,0.493,13.5,35.2,0.202
1994,Utah Jazz,93.1,108.6,104.1,4.5,0.537,0.469,14.6,31.3,0.267
1994,Houston Rockets,95.0,105.9,101.4,4.5,0.545,0.458,13.3,27.6,0.192
1994,Cleveland Cavaliers,91.7,109.4,105.1,4.3,0.537,0.484,14.5,31.8,0.215
1994,Orlando Magic,95.2,110.8,106.7,4.1,0.547,0.479,13.3,33.8,0.214
1994,Indiana Pacers,93.3,107.8,104.2,3.6,0.547,0.471,14.9,34.4,0.267
1994,Chicago Bulls,91.9,106.1,102.7,3.4,0.526,0.482,15.3,33.8,0.225
1994,Miami Heat,93.8,109.5,106.7,2.8,0.538,0.479,14.5,35.3,0.284
1994,Portland Trail Blazers,98.8,108.1,105.5,2.6,0.518,0.49,14.8,34.4,0.235
1994,New Jersey Nets,95.5,107.2,104.9,2.3,0.515,0.475,13.5,34.0,0.212
1994,Golden State Warriors,99.1,108.3,106.5,1.8,0.542,0.488,14.7,32.9,0.21
1994,Denver Nuggets,96.1,103.9,102.3,1.6,0.524,0.453,13.4,32.2,0.252
1994,Charlotte Hornets,97.5,108.4,108.6,-0.2,0.543,0.492,13.2,29.2,0.205
1994,Boston Celtics,95.6,104.2,108.7,-4.5,0.521,0.494,13.7,29.3,0.238
1994,Los Angeles Lakers,95.5,104.8,109.3,-4.5,0.503,0.492,14.3,33.2,0.24
1994,Los Angeles Clippers,99.6,102.9,108.6,-5.7,0.521,0.494,14.0,30.4,0.213
1994,Sacramento Kings,97.5,103.3,109.2,-5.9,0.516,0.499,14.2,30.4,0.252
1994,Milwaukee Bucks,94.5,102.5,109.3,-6.8,0.512,0.513,15.7,31.1,0.254
1994,Minnesota Timberwolves,94.7,101.9,109.2,-7.3,0.525,0.488,12.8,30.1,0.259
1994,Washington Bullets,95.9,104.5,112.2,-7.7,0.529,0.526,14.0,31.2,0.206
1994,Philadelphia 76ers,95.7,101.7,109.7,-8.0,0.518,0.502,12.8,28.0,0.177
1994,Detroit Pistons,94.2,102.7,110.9,-8.2,0.511,0.493,12.8,28.4,0.262
1994,Dallas Mavericks,94.5,100.4,109.6,-9.2,0.492,0.513,15.8,33.7,0.283
1995,Utah Jazz,92.6,114.3,105.7,8.6,0.587,0.496,15.5,29.1,0.292
1995,Seattle SuperSonics,95.5,114.8,106.3,8.5,0.575,0.492,16.1,32.6,0.278
1995,Orlando Magic,95.1,115.1,107.8,7.3,0.569,0.49,13.3,34.0,0.22
1995,San Antonio Spurs,94.6,111.7,105.4,6.3,0.562,0.485,13.0,30.9,0.214
1995,Chicago Bulls,92.0,109.5,104.3,5.2,0.546,0.488,16.7,32.9,0.263
1995,Phoenix Suns,95.9,114.5,110.4,4.1,0.567,0.515,14.0,29.7,0.228
1995,Portland Trail Blazers,93.8,109.7,105.7,4.0,0.521,0.491,14.8,37.1,0.277
1995,Indiana Pacers,90.0,109.6,105.6,4.0,0.557,0.493,15.8,32.8,0.237
1995,Charlotte Hornets,91.2,109.6,106.1,3.5,0.562,0.485,13.8,26.0,0.202
1995,New York Knicks,91.2,107.2,103.8,3.4,0.55,0.468,14.4,28.6,0.281
1995,Houston Rockets,94.2,109.7,107.4,2.3,0.568,0.489,13.9,26.9,0.199
1995,Atlanta Hawks,89.8,106.6,105.2,1.4,0.525,0.495,15.6,31.6,0.215
1995,Denver Nuggets,91.5,109.1,108.2,0.9,0.556,0.487,13.2,32.0,0.257
1995,Cleveland Cavaliers,84.8,105.3,104.6,0.7,0.52,0.493,15.0,31.8,0.224
1995,Los Angeles Lakers,95.2,109.1,109.4,-0.3,0.539,0.5,14.8,31.3,0.224
1995,Sacramento Kings,92.3,105.5,106.5,-1.0,0.538,0.481,15.0,32.1,0.28
1995,Miami Heat,92.9,108.2,109.9,-1.7,0.54,0.51,14.9,31.7,0.264
1995,Boston Celtics,94.0,108.6,110.6,-2.0,0.537,0.512,13.6,33.1,0.235
1995,Dallas Mavericks,94.7,107.6,110.6,-3.0,0.509,0.519,13.7,38.9,0.208
1995,New Jersey Nets,92.3,105.2,108.6,-3.4,0.519,0.493,12.4,33.3,0.217
1995,Milwaukee Bucks,92.7,106.2,110.9,-4.7,0.537,0.53,15.3,31.3,0.23
1995,Golden State Warriors,97.9,106.7,112.2,-5.5,0.547,0.522,13.9,30.3,0.216
1995,Philadelphia 76ers,91.0,104.1,109.7,-5.6,0.521,0.5,14.6,32.3,0.235
1995,Washington Bullets,94.5,105.4,111.3,-5.9,0.529,0.512,14.9,29.3,0.262
1995,Detroit Pistons,93.2,105.1,112.9,-7.8,0.538,0.51,14.2,28.3,0.299
1995,Los Angeles Clippers,94.3,101.5,111.1,-9.6,0.508,0.526,16.6,29.6,0.29
1995,Minnesota Timberwolves,91.4,102.6,112.4,-9.8,0.532,0.51,14.8,27.7,0.28
1996,Chicago Bulls,91.1,115.2,101.8,13.4,0.555,0.482,16.1,36.9,0.222
1996,Seattle SuperSonics,93.8,110.3,102.1,8.2,0.574,0.479,16.7,29.7,0.252
1996,Utah Jazz,90.0,113.3,106.1,7.2,0.566,0.489,15.1,31.6,0.295
1996,San Antonio Spurs,93.3,110.2,103.5,6.7,0.558,0.472,13.9,27.5,0.216
1996,Orlando Magic,91.8,112.9,106.9,6.0,0.562,0.491,14.0,29.0,0.223
1996,Los Angeles Lakers,92.4,111.4,106.6,4.8,0.555,0.491,14.9,30.1,0.205
1996,Indiana Pacers,89.3,110.8,107.2,3.6,0.56,0.491,14.7,33.0,0.271
1996,Cleveland Cavaliers,82.3,109.9,106.7,3.2,0.551,0.506,16.3,28.6,0.242
1996,Detroit Pistons,87.7,107.9,105.1,2.8,0.551,0.483,13.7,28.0,0.229
1996,Portland Trail Blazers,92.6,106.0,103.5,2.5,0.528,0.478,13.5,33.4,0.236
1996,New York Knicks,91.0,106.0,103.5,2.5,0.55,0.476,14.8,25.5,0.251
1996,Houston Rockets,93.2,109.3,107.4,1.9,0.555,0.495,13.6,26.9,0.206
1996,Miami Heat,91.1,105.3,103.8,1.5,0.541,0.469,14.8,30.1,0.298
1996,Atlanta Hawks,89.6,109.4,108.0,1.4,0.534,0.512,16.3,34.0,0.217
1996,Washington Bullets,93.7,108.7,107.6,1.1,0.558,0.489,15.0,28.2,0.274
1996,Phoenix Suns,93.2,110.3,110.0,0.3,0.551,0.511,13.3,29.8,0.225
1996,Charlotte Hornets,91.6,111.2,111.8,-0.6,0.558,0.529,13.9,29.5,0.217
1996,Golden State Warriors,93.4,108.4,109.9,-1.5,0.539,0.51,15.2,33.9,0.232
1996,Denver Nuggets,92.2,105.2,108.1,-2.9,0.526,0.492,12.8,30.7,0.237
1996,Sacramento Kings,93.4,106.2,109.1,-2.9,0.54,0.498,15.1,32.5,0.302
1996,Boston Celtics,96.2,106.4,109.9,-3.5,0.534,0.511,14.3,28.8,0.258
1996,Los Angeles Clippers,93.2,106.5,110.3,-3.8,0.544,0.512,15.2,29.3,0.282
1996,New Jersey Nets,90.9,101.9,106.5,-4.6,0.497,0.495,14.5,36.4,0.223
1996,Dallas Mavericks,95.4,106.1,111.2,-5.1,0.507,0.526,14.7,34.1,0.222
1996,Minnesota Timberwolves,93.5,104.1,109.8,-5.7,0.535,0.509,15.0,29.8,0.267
1996,Milwaukee Bucks,90.2,105.6,111.5,-5.9,0.534,0.52,14.1,29.7,0.248
1996,Toronto Raptors,93.2,103.8,111.8,-8.0,0.536,0.514,14.7,32.0,0.272
1996,Philadelphia 76ers,92.2,102.2,113.0,-10.8,0.522,0.522,14.4,29.4,0.217
1996,Vancouver Grizzlies,91.0,97.6,108.5,-10.9,0.5,0.51,16.1,27.3,0.241
1997,Chicago Bulls,90.0,114.4,102.4,12.0,0.547,0.471,14.8,35.9,0.196
1997,Utah Jazz,90.0,113.6,104.0,9.6,0.581,0.48,15.5,29.7,0.29
1997,Seattle SuperSonics,90.3,111.2,102.7,8.5,0.557,0.49,17.7,30.9,0.242
1997,Atlanta Hawks,86.8,108.5,102.3,6.2,0.542,0.472,15.0,31.5,0.191
1997,Miami Heat,88.2,106.8,100.6,6.2,0.546,0.465,15.6,29.2,0.248
1997,Detroit Pistons,84.5,110.6,104.4,6.2,0.554,0.487,14.6,27.5,0.197
1997,Houston Rockets,91.6,108.8,104.0,4.8,0.56,0.481,13.3,28.4,0.19
1997,Los Angeles Lakers,91.1,108.3,103.7,4.6,0.535,0.478,15.1,31.6,0.231
1997,Portland Trail Blazers,90.9,107.9,103.3,4.6,0.544,0.471,14.3,32.5,0.268
1997,New York Knicks,90.5,104.4,101.0,3.4,0.546,0.463,15.4,30.5,0.279
1997,Cleveland Cavaliers,82.9,104.6,102.4,2.2,0.531,0.482,16.8,29.4,0.281
1997,Charlotte Hornets,88.6,110.9,108.9,2.0,0.562,0.496,13.3,28.7,0.204
1997,Washington Bullets,92.4,106.6,104.9,1.7,0.54,0.491,15.3,30.2,0.226
1997,Indiana Pacers,89.0,105.8,104.7,1.1,0.537,0.48,15.0,31.3,0.258
1997,Phoenix Suns,93.2,109.3,108.6,0.7,0.552,0.507,14.4,27.1,0.215
1997,Orlando Magic,88.3,105.6,106.0,-0.4,0.524,0.495,15.3,30.9,0.211
1997,Minnesota Timberwolves,90.7,105.5,107.1,-1.6,0.533,0.486,14.6,28.8,0.252
1997,Milwaukee Bucks,89.5,106.2,108.3,-2.1,0.541,0.501,14.1,29.7,0.253
1997,Los Angeles Clippers,91.3,105.1,107.6,-2.5,0.524,0.499,15.5,30.8,0.269
1997,Toronto Raptors,90.6,104.6,108.0,-3.4,0.521,0.504,15.3,32.5,0.258
1997,Sacramento Kings,91.0,105.0,108.7,-3.7,0.526,0.495,14.3,32.0,0.264
1997,New Jersey Nets,92.4,104.7,109.7,-5.0,0.499,0.503,14.1,36.4,0.244
1997,Golden State Warriors,91.9,107.2,112.2,-5.0,0.543,0.518,14.4,32.3,0.234
1997,Denver Nuggets,92.4,104.5,111.2,-6.7,0.53,0.501,11.8,28.8,0.206
1997,Philadelphia 76ers,95.3,104.6,111.4,-6.8,0.518,0.51,13.8,34.1,0.222
1997,Dallas Mavericks,89.0,101.1,108.2,-7.1,0.509,0.5,14.9,30.0,0.229
1997,Boston Celtics,95.8,103.9,111.4,-7.5,0.52,0.539,15.8,29.4,0.243
1997,San Antonio Spurs,87.3,103.3,112.3,-9.0,0.512,0.514,14.0,32.4,0.236
1997,Vancouver Grizzlies,88.4,100.3,111.8,-11.5,0.507,0.51,14.4,29.7,0.224
1998,Los Angeles Lakers,93.6,111.9,103.7,8.2,0.559,0.467,14.1,31.6,0.245
1998,Seattle SuperSonics,89.8,111.6,103.6,8.0,0.558,0.478,15.9,28.7,0.223
1998,Chicago Bulls,89.0,107.7,99.8,7.9,0.516,0.457,14.7,35.7,0.22
1998,Utah Jazz,89.2,112.7,105.4,7.3,0.569,0.471,13.5,32.3,0.271
1998,Indiana Pacers,87.9,108.4,101.5,6.9,0.55,0.453,14.4,27.9,0.236
1998,Phoenix Suns,91.4,107.4,101.8,5.6,0.54,0.471,15.3,29.7,0.227
1998,Miami Heat,87.9,107.6,102.0,5.6,0.538,0.452,14.2,31.5,0.257
1998,San Antonio Spurs,88.4,103.8,99.4,4.4,0.531,0.437,12.2,30.6,0.218
1998,Atlanta Hawks,87.7,108.2,104.3,3.9,0.533,0.468,13.0,33.9,0.194
1998,Cleveland Cavaliers,89.9,102.1,99.1,3.0,0.529,0.46,16.8,30.0,0.264
1998,New York Knicks,88.2,103.0,100.3,2.7,0.521,0.455,14.7,29.5,0.282
1998,Charlotte Hornets,89.4,107.5,105.3,2.2,0.542,0.493,14.6,30.4,0.224
1998,Detroit Pistons,88.2,105.3,103.5,1.8,0.523,0.474,14.8,30.9,0.243
1998,New Jersey Nets,91.0,108.3,106.6,1.7,0.513,0.499,16.7,36.7,0.258
1998,Portland Trail Blazers,90.0,104.0,102.4,1.6,0.524,0.46,13.4,33.0,0.249
1998,Washington Wizards,91.8,105.2,104.5,0.7,0.513,0.481,15.1,31.2,0.248
1998,Minnesota Timberwolves,92.6,107.8,107.1,0.7,0.529,0.48,13.5,30.6,0.24
1998,Houston Rockets,91.0,107.7,108.6,-0.9,0.544,0.499,13.3,29.8,0.208
1998,Orlando Magic,87.1,102.6,103.8,-1.2,0.499,0.478,14.8,34.2,0.202
1998,Milwaukee Bucks,90.2,103.5,105.6,-2.1,0.527,0.485,15.5,31.4,0.282
1998,Philadelphia 76ers,90.5,102.8,105.4,-2.6,0.514,0.481,15.1,32.5,0.256
1998,Boston Celtics,93.3,102.5,105.3,-2.8,0.504,0.504,19.0,32.8,0.343
1998,Sacramento Kings,92.1,100.8,106.9,-6.1,0.502,0.482,14.0,30.2,0.23
1998,Dallas Mavericks,89.9,100.5,107.2,-6.7,0.498,0.488,14.0,27.6,0.195
1998,Los Angeles Clippers,92.4,103.3,111.2,-7.9,0.518,0.498,12.9,29.6,0.243
1998,Vancouver Grizzlies,92.1,104.1,112.0,-7.9,0.527,0.507,13.0,31.4,0.24
1998,Toronto Raptors,92.6,101.2,111.0,-9.8,0.504,0.508,14.9,32.1,0.235
1998,Golden State Warriors,91.4,95.8,105.7,-9.9,0.468,0.469,13.0,33.7,0.247
1998,Denver Nuggets,89.7,99.0,112.1,-13.1,0.496,0.506,14.3,30.2,0.285
1999,San Antonio Spurs,88.6,104.0,95.0,9.0,0.523,0.423,13.8,30.4,0.198
1999,Utah Jazz,87.0,105.8,98.4,7.4,0.545,0.441,14.4,30.0,0.242
1999,Portland Trail Blazers,89.2,104.8,97.7,7.1,0.521,0.445,14.9,31.8,0.233
1999,Miami Heat,84.8,104.7,98.9,5.8,0.54,0.439,13.6,27.3,0.226
1999,Indiana Pacers,86.4,108.7,104.4,4.3,0.537,0.46,12.7,28.7,0.236
1999,Detroit Pistons,86.3,104.2,100.3,3.9,0.528,0.468,15.4,30.5,0.259
1999,Atlanta Hawks,85.3,100.5,97.1,3.4,0.492,0.437,13.4,33.1,0.202
1999,Los Angeles Lakers,91.6,107.6,104.3,3.3,0.538,0.468,13.3,30.6,0.267
1999,Orlando Magic,88.8,100.3,97.4,2.9,0.498,0.473,16.7,32.6,0.181
1999,Houston Rockets,88.8,105.4,102.9,2.5,0.545,0.461,12.4,27.8,0.188
1999,Phoenix Suns,90.0,105.8,103.3,2.5,0.526,0.485,15.4,28.4,0.216
1999,Philadelphia 76ers,88.6,99.9,97.6,2.3,0.494,0.454,17.1,34.2,0.249
1999,Milwaukee Bucks,87.0,104.9,103.0,1.9,0.53,0.463,16.0,29.0,0.275
1999,New York Knicks,86.9,98.6,97.5,1.1,0.509,0.434,14.9,27.9,0.258
1999,Minnesota Timberwolves,91.0,101.9,101.5,0.4,0.481,0.467,15.8,32.5,0.276
1999,Charlotte Hornets,89.7,102.3,102.4,-0.1,0.537,0.461,14.3,24.4,0.24
1999,Sacramento Kings,96.0,102.7,103.1,-0.4,0.514,0.471,13.7,30.6,0.176
1999,Seattle SuperSonics,89.6,105.0,106.2,-1.2,0.519,0.489,14.1,31.9,0.213
1999,Toronto Raptors,88.8,102.0,103.9,-1.9,0.504,0.473,14.8,33.8,0.258
1999,Boston Celtics,91.5,100.4,102.4,-2.0,0.501,0.465,15.6,30.6,0.287
1999,Cleveland Cavaliers,86.4,99.6,101.6,-2.0,0.52,0.468,16.2,25.1,0.267
1999,Washington Wizards,89.8,101.2,103.7,-2.5,0.507,0.474,15.1,28.2,0.273
1999,Dallas Mavericks,89.0,102.3,104.9,-2.6,0.502,0.476,13.3,29.8,0.212
1999,Golden State Warriors,88.9,98.4,101.1,-2.7,0.471,0.445,14.0,35.2,0.29
1999,New Jersey Nets,91.5,99.5,103.6,-4.1,0.485,0.481,15.2,31.1,0.238
1999,Denver Nuggets,90.5,103.1,110.4,-7.3,0.511,0.499,13.2,30.1,0.248
1999,Vancouver Grizzlies,89.0,98.4,107.9,-9.5,0.498,0.492,14.7,30.9,0.261
1999,Los Angeles Clippers,89.5,100.0,109.7,-9.7,0.497,0.503,14.8,30.6,0.279
1999,Chicago Bulls,88.1,92.4,103.0,-10.6,0.47,0.483,15.3,26.8,0.241
2000,Los Angeles Lakers,93.3,107.3,98.2,9.1,0.525,0.443,13.4,30.6,0.222
2000,Portland Trail Blazers,89.9,107.9,100.8,7.1,0.546,0.461,13.8,30.3,0.217
2000,San Antonio Spurs,90.8,105.0,98.6,6.4,0.535,0.451,13.5,27.8,0.188
2000,Phoenix Suns,94.0,104.6,99.0,5.6,0.532,0.454,15.7,29.3,0.245
2000,Utah Jazz,89.6,107.3,102.3,5.0,0.54,0.477,15.0,29.5,0.256
2000,Indiana Pacers,93.1,108.5,103.6,4.9,0.552,0.469,12.6,24.9,0.197
2000,Miami Heat,89.7,104.5,101.0,3.5,0.533,0.453,13.3,28.2,0.229
2000,Sacramento Kings,99.3,105.0,102.1,2.9,0.526,0.479,15.1,27.7,0.198
2000,Charlotte Hornets,93.9,104.3,101.4,2.9,0.53,0.478,14.6,25.7,0.198
2000,Minnesota Timberwolves,91.8,106.1,103.4,2.7,0.525,0.474,14.0,29.4,0.25
2000,New York Knicks,89.2,102.5,100.9,1.6,0.527,0.455,13.6,24.7,0.251
2000,Detroit Pistons,95.7,107.3,105.8,1.5,0.548,0.499,15.4,26.8,0.249
2000,Philadelphia 76ers,92.7,101.5,100.0,1.5,0.501,0.466,16.2,31.4,0.229
2000,Seattle SuperSonics,93.4,105.6,104.6,1.0,0.52,0.483,14.0,28.5,0.193
2000,Orlando Magic,97.3,102.4,101.7,0.7,0.516,0.476,15.9,31.6,0.226
